Country,State,Year,Gender,Category,"Gross Enrolment Ratio (Ger) In Higher Education (UOM:Ratio), Scaling Factor:1"
India,Chandigarh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,
India,Chandigarh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,
India,Chandigarh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Male,All Categories,14.9
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Female,All Categories,13.1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Total,All Categories,14
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,13
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,10.7
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,11.9
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,9
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,7.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,8.1
India,Delhi,"Financial Year (Apr - Mar), 2013",Male,All Categories,41.9
India,Delhi,"Financial Year (Apr - Mar), 2013",Female,All Categories,44.6
India,Delhi,"Financial Year (Apr - Mar), 2013",Total,All Categories,43.1
India,Delhi,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,25.4
India,Delhi,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,25
India,Delhi,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,25.2
India,Delhi,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,
India,Delhi,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,
India,Delhi,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,
India,Goa,"Financial Year (Apr - Mar), 2013",Male,All Categories,21.8
India,Goa,"Financial Year (Apr - Mar), 2013",Female,All Categories,31.8
India,Goa,"Financial Year (Apr - Mar), 2013",Total,All Categories,26.4
India,Goa,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,24.8
India,Goa,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,27.8
India,Goa,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,26.3
India,Goa,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,16.1
India,Goa,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,20.6
India,Goa,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,18.3
India,Gujarat,"Financial Year (Apr - Mar), 2013",Male,All Categories,21.5
India,Gujarat,"Financial Year (Apr - Mar), 2013",Female,All Categories,17.2
India,Gujarat,"Financial Year (Apr - Mar), 2013",Total,All Categories,19.5
India,Gujarat,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,25.3
India,Gujarat,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,21.5
India,Gujarat,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,23.5
India,Gujarat,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,12.5
India,Gujarat,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,11.8
India,Gujarat,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,12.2
India,Haryana,"Financial Year (Apr - Mar), 2013",Male,All Categories,28.8
India,Haryana,"Financial Year (Apr - Mar), 2013",Female,All Categories,25.9
India,Haryana,"Financial Year (Apr - Mar), 2013",Total,All Categories,27.5
India,Haryana,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,18.9
India,Haryana,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,15.8
India,Haryana,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,17.5
India,Haryana,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,
India,Haryana,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,
India,Haryana,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Male,All Categories,29.8
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Female,All Categories,28.8
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Total,All Categories,29.3
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,15.5
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,16.1
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,15.8
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,22.3
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,22.9
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,22.6
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Male,All Categories,24.5
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Female,All Categories,26.7
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Total,All Categories,25.6
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,14.5
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,17.4
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,15.9
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,9.9
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,8.8
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,9.4
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Male,All Categories,13.8
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Female,All Categories,12.5
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Total,All Categories,13.1
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,10.1
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,7.9
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,9.1
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,8
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,8.7
India,Jharkhand,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,8.3
India,Karnataka,"Financial Year (Apr - Mar), 2013",Male,All Categories,26.7
India,Karnataka,"Financial Year (Apr - Mar), 2013",Female,All Categories,25.6
India,Karnataka,"Financial Year (Apr - Mar), 2013",Total,All Categories,26.2
India,Karnataka,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,19.3
India,Karnataka,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,16.6
India,Karnataka,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,18
India,Karnataka,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,16.3
India,Karnataka,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,14
India,Karnataka,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,15.1
India,Kerala,"Financial Year (Apr - Mar), 2013",Male,All Categories,21.1
India,Kerala,"Financial Year (Apr - Mar), 2013",Female,All Categories,28.7
India,Kerala,"Financial Year (Apr - Mar), 2013",Total,All Categories,24.9
India,Kerala,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,14.2
India,Kerala,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,25.8
India,Kerala,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,20
India,Kerala,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,13
India,Kerala,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,16.2
India,Kerala,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,14.7
India,Ladakh,"Financial Year (Apr - Mar), 2013",Male,All Categories,24.5
India,Ladakh,"Financial Year (Apr - Mar), 2013",Female,All Categories,26.7
India,Ladakh,"Financial Year (Apr - Mar), 2013",Total,All Categories,25.6
India,Ladakh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,14.5
India,Ladakh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,17.4
India,Ladakh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,15.9
India,Ladakh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,9.9
India,Ladakh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,8.8
India,Ladakh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,9.4
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Male,All Categories,6.4
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Female,All Categories,18
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Total,All Categories,12
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,1.8
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,5.7
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,3.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Male,All Categories,21.6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Female,All Categories,17.3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Total,All Categories,19.6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,14.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,11.2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,13.1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,7.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,5.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,6.9
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Male,All Categories,28.3
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Female,All Categories,23.9
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Total,All Categories,26.3
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,24.4
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,19.6
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,22.1
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,13.7
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,7.7
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,10.7
India,Manipur,"Financial Year (Apr - Mar), 2013",Male,All Categories,37.9
India,Manipur,"Financial Year (Apr - Mar), 2013",Female,All Categories,37.6
India,Manipur,"Financial Year (Apr - Mar), 2013",Total,All Categories,37.7
India,Manipur,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,67.9
India,Manipur,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,56
India,Manipur,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,61.9
India,Manipur,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,24.6
India,Manipur,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,25
India,Manipur,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,24.8
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Male,All Categories,19.7
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Female,All Categories,18.9
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Total,All Categories,19.3
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,45.4
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,51.5
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,48.3
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,13.7
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,16.8
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,15.3
India,Mizoram,"Financial Year (Apr - Mar), 2013",Male,All Categories,23.7
India,Mizoram,"Financial Year (Apr - Mar), 2013",Female,All Categories,22.7
India,Mizoram,"Financial Year (Apr - Mar), 2013",Total,All Categories,23.2
India,Mizoram,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,97.3
India,Mizoram,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,127.4
India,Mizoram,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,108.1
India,Mizoram,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,24.4
India,Mizoram,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,23.1
India,Mizoram,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,23.8
India,Nagaland,"Financial Year (Apr - Mar), 2013",Male,All Categories,16.9
India,Nagaland,"Financial Year (Apr - Mar), 2013",Female,All Categories,13.9
India,Nagaland,"Financial Year (Apr - Mar), 2013",Total,All Categories,15.4
India,Nagaland,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,12.3
India,Nagaland,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,13.8
India,Nagaland,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,13.1
India,Odisha,"Financial Year (Apr - Mar), 2013",Male,All Categories,18
India,Odisha,"Financial Year (Apr - Mar), 2013",Female,All Categories,14.8
India,Odisha,"Financial Year (Apr - Mar), 2013",Total,All Categories,16.4
India,Odisha,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,11.4
India,Odisha,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,9.6
India,Odisha,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,10.5
India,Odisha,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,7.4
India,Odisha,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,6
India,Odisha,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,6.7
India,Puducherry,"Financial Year (Apr - Mar), 2013",Male,All Categories,51.1
India,Puducherry,"Financial Year (Apr - Mar), 2013",Female,All Categories,44.3
India,Puducherry,"Financial Year (Apr - Mar), 2013",Total,All Categories,47.7
India,Puducherry,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,37.6
India,Puducherry,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,29.3
India,Puducherry,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,33.4
India,Puducherry,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,
India,Puducherry,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,
India,Puducherry,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2013",Male,All Categories,23.6
India,Punjab,"Financial Year (Apr - Mar), 2013",Female,All Categories,27.4
India,Punjab,"Financial Year (Apr - Mar), 2013",Total,All Categories,25.4
India,Punjab,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,12.6
India,Punjab,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,13
India,Punjab,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,12.8
India,Punjab,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Male,All Categories,21.5
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Female,All Categories,17.8
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Total,All Categories,19.7
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,16.4
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,12.5
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,14.6
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,17.4
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,13.1
India,Rajasthan,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,15.3
India,Sikkim,"Financial Year (Apr - Mar), 2013",Male,All Categories,26.4
India,Sikkim,"Financial Year (Apr - Mar), 2013",Female,All Categories,29.3
India,Sikkim,"Financial Year (Apr - Mar), 2013",Total,All Categories,27.8
India,Sikkim,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,31.6
India,Sikkim,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,20.2
India,Sikkim,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,25.7
India,Sikkim,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,17.1
India,Sikkim,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,25.8
India,Sikkim,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,21.5
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Male,All Categories,45.6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Female,All Categories,40.4
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Total,All Categories,43
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,32
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,30.1
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,31
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,35.5
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,21.7
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,28.4
India,Telangana,"Financial Year (Apr - Mar), 2013",Male,All Categories,38.6
India,Telangana,"Financial Year (Apr - Mar), 2013",Female,All Categories,32.4
India,Telangana,"Financial Year (Apr - Mar), 2013",Total,All Categories,35.5
India,Telangana,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,37.4
India,Telangana,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,33.4
India,Telangana,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,35.4
India,Telangana,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,36.3
India,Telangana,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,25.3
India,Telangana,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,30.8
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Male,All Categories,5.300000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Female,All Categories,8.100000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Total,All Categories,6.050000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,16.400000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,19.700000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,17.900000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,10.200000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,7.300000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,8.800000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2013",Male,All Categories,17.9
India,Tripura,"Financial Year (Apr - Mar), 2013",Female,All Categories,12.9
India,Tripura,"Financial Year (Apr - Mar), 2013",Total,All Categories,15.4
India,Tripura,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,1.6
India,Tripura,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,1.1
India,Tripura,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,1.4
India,Tripura,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,1.1
India,Tripura,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,0.7
India,Tripura,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,0.9
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Male,All Categories,20.4
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Female,All Categories,23
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Total,All Categories,21.6
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,16.8
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,19.6
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,18.1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,27.7
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,24.9
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,26.4
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Male,All Categories,32.7
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Female,All Categories,34.9
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Total,All Categories,33.8
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,23.2
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,23.7
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,23.5
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,32.5
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,33.4
India,Uttarakhand,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,33
India,West Bengal,"Financial Year (Apr - Mar), 2013",Male,All Categories,18.2
India,West Bengal,"Financial Year (Apr - Mar), 2013",Female,All Categories,14.4
India,West Bengal,"Financial Year (Apr - Mar), 2013",Total,All Categories,16.3
India,West Bengal,"Financial Year (Apr - Mar), 2013",Male,Scheduled Caste,13.4
India,West Bengal,"Financial Year (Apr - Mar), 2013",Female,Scheduled Caste,10.2
India,West Bengal,"Financial Year (Apr - Mar), 2013",Total,Scheduled Caste,11.9
India,West Bengal,"Financial Year (Apr - Mar), 2013",Male,Scheduled Tribe,10.2
India,West Bengal,"Financial Year (Apr - Mar), 2013",Female,Scheduled Tribe,7.3
India,West Bengal,"Financial Year (Apr - Mar), 2013",Total,Scheduled Tribe,8.7
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Male,All Categories,17.8
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Female,All Categories,22.7
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Total,All Categories,20.2
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Male,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Female,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Total,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Male,Scheduled Tribe,4.2
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Female,Scheduled Tribe,10.8
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012",Total,Scheduled Tribe,7.4
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Male,All Categories,31
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Female,All Categories,23.6
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Total,All Categories,27.3
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Male,Scheduled Caste,24.8
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Female,Scheduled Caste,19.8
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Total,Scheduled Caste,22.3
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Male,Scheduled Tribe,25.9
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Female,Scheduled Tribe,17
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",Total,Scheduled Tribe,21.2
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Male,All Categories,18.3
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Female,All Categories,19.8
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Total,All Categories,19
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Male,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Female,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Total,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Male,Scheduled Tribe,23.6
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Female,Scheduled Tribe,24.4
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",Total,Scheduled Tribe,24
India,Assam,"Financial Year (Apr - Mar), 2012",Male,All Categories,14
India,Assam,"Financial Year (Apr - Mar), 2012",Female,All Categories,13.7
India,Assam,"Financial Year (Apr - Mar), 2012",Total,All Categories,13.8
India,Assam,"Financial Year (Apr - Mar), 2012",Male,Scheduled Caste,14.4
India,Assam,"Financial Year (Apr - Mar), 2012",Female,Scheduled Caste,14.1
India,Assam,"Financial Year (Apr - Mar), 2012",Total,Scheduled Caste,14.3
India,Assam,"Financial Year (Apr - Mar), 2012",Male,Scheduled Tribe,16.7
India,Assam,"Financial Year (Apr - Mar), 2012",Female,Scheduled Tribe,16.7
India,Assam,"Financial Year (Apr - Mar), 2012",Total,Scheduled Tribe,16.7
India,Bihar,"Financial Year (Apr - Mar), 2012",Male,All Categories,14.4
India,Bihar,"Financial Year (Apr - Mar), 2012",Female,All Categories,11.6
India,Bihar,"Financial Year (Apr - Mar), 2012",Total,All Categories,13.1
India,Bihar,"Financial Year (Apr - Mar), 2012",Male,Scheduled Caste,10.3
India,Bihar,"Financial Year (Apr - Mar), 2012",Female,Scheduled Caste,6.6
India,Bihar,"Financial Year (Apr - Mar), 2012",Total,Scheduled Caste,8.5
India,Bihar,"Financial Year (Apr - Mar), 2012",Male,Scheduled Tribe,16
India,Bihar,"Financial Year (Apr - Mar), 2012",Female,Scheduled Tribe,13.1
India,Bihar,"Financial Year (Apr - Mar), 2012",Total,Scheduled Tribe,14.6
India,Chandigarh,"Financial Year (Apr - Mar), 2012",Male,All Categories,51.8
India,Chandigarh,"Financial Year (Apr - Mar), 2012",Female,All Categories,58.3
India,Chandigarh,"Financial Year (Apr - Mar), 2012",Total,All Categories,54.6
India,Chandigarh,"Financial Year (Apr - Mar), 2012",Male,Scheduled Caste,23.6
