Country,Year,Month,Service Area,"Tele-Density Service Area-Wise (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2020","January, 2021",Mumbai,148.19
India,"Financial Year (Apr - Mar), 2020","December, 2020",Andhra Pradesh,98.42
India,"Financial Year (Apr - Mar), 2020","December, 2020",Assam,69.1
India,"Financial Year (Apr - Mar), 2020","December, 2020",Bihar,52.8
India,"Financial Year (Apr - Mar), 2020","December, 2020",Gujarat,97.23
India,"Financial Year (Apr - Mar), 2020","December, 2020",Haryana,93.02
India,"Financial Year (Apr - Mar), 2020","December, 2020",Himachal Pradesh,150.87
India,"Financial Year (Apr - Mar), 2020","December, 2020",Jammu & Kashmir,87.38
India,"Financial Year (Apr - Mar), 2020","December, 2020",Karnataka,103.97
India,"Financial Year (Apr - Mar), 2020","December, 2020",Kerala,129.41
India,"Financial Year (Apr - Mar), 2020","December, 2020",Madhya Pradesh,67.01
India,"Financial Year (Apr - Mar), 2020","December, 2020",Maharashtra,94.31
India,"Financial Year (Apr - Mar), 2020","December, 2020",North East,79.76
India,"Financial Year (Apr - Mar), 2020","December, 2020",Odisha,76.63
India,"Financial Year (Apr - Mar), 2020","December, 2020",Punjab,121.94
India,"Financial Year (Apr - Mar), 2020","December, 2020",Rajasthan,82.96
India,"Financial Year (Apr - Mar), 2020","December, 2020",Tamil Nadu,105.63
India,"Financial Year (Apr - Mar), 2020","December, 2020",Uttar Pradesh,66.88
India,"Financial Year (Apr - Mar), 2020","December, 2020",West Bengal,66.82
India,"Financial Year (Apr - Mar), 2020","December, 2020",Kolkata,161.7
India,"Financial Year (Apr - Mar), 2020","December, 2020",Delhi,273.26
India,"Financial Year (Apr - Mar), 2020","December, 2020",Mumbai,148.71
India,"Financial Year (Apr - Mar), 2020","November, 2020",Andhra Pradesh,98.31
India,"Financial Year (Apr - Mar), 2020","November, 2020",Assam,68.66
India,"Financial Year (Apr - Mar), 2020","November, 2020",Bihar,52.71
India,"Financial Year (Apr - Mar), 2020","November, 2020",Gujarat,97.05
India,"Financial Year (Apr - Mar), 2020","November, 2020",Haryana,94.35
India,"Financial Year (Apr - Mar), 2020","November, 2020",Himachal Pradesh,149.9
India,"Financial Year (Apr - Mar), 2020","November, 2020",Jammu & Kashmir,86.55
India,"Financial Year (Apr - Mar), 2020","November, 2020",Karnataka,104.2
India,"Financial Year (Apr - Mar), 2020","November, 2020",Kerala,129.0
India,"Financial Year (Apr - Mar), 2020","November, 2020",Madhya Pradesh,68.14
India,"Financial Year (Apr - Mar), 2020","November, 2020",Maharashtra,94.09
India,"Financial Year (Apr - Mar), 2020","November, 2020",North East,79.29
India,"Financial Year (Apr - Mar), 2020","November, 2020",Odisha,76.28
India,"Financial Year (Apr - Mar), 2020","November, 2020",Punjab,126.15
India,"Financial Year (Apr - Mar), 2020","November, 2020",Rajasthan,82.95
India,"Financial Year (Apr - Mar), 2020","November, 2020",Tamil Nadu,105.73
India,"Financial Year (Apr - Mar), 2020","November, 2020",Uttar Pradesh,66.73
India,"Financial Year (Apr - Mar), 2020","November, 2020",West Bengal,66.74
India,"Financial Year (Apr - Mar), 2020","November, 2020",Kolkata,161.57
India,"Financial Year (Apr - Mar), 2020","November, 2020",Delhi,274.75
India,"Financial Year (Apr - Mar), 2020","November, 2020",Mumbai,151.44
India,"Financial Year (Apr - Mar), 2020","October, 2020",Andhra Pradesh,98.01
India,"Financial Year (Apr - Mar), 2020","October, 2020",Assam,68.33
India,"Financial Year (Apr - Mar), 2020","October, 2020",Bihar,52.6
India,"Financial Year (Apr - Mar), 2020","October, 2020",Gujarat,96.81
India,"Financial Year (Apr - Mar), 2020","October, 2020",Haryana,94.29
India,"Financial Year (Apr - Mar), 2020","October, 2020",Himachal Pradesh,149.58
India,"Financial Year (Apr - Mar), 2020","October, 2020",Jammu & Kashmir,86.7
India,"Financial Year (Apr - Mar), 2020","October, 2020",Karnataka,104.16
India,"Financial Year (Apr - Mar), 2020","October, 2020",Kerala,128.27
India,"Financial Year (Apr - Mar), 2020","October, 2020",Madhya Pradesh,67.54
India,"Financial Year (Apr - Mar), 2020","October, 2020",Maharashtra,93.63
India,"Financial Year (Apr - Mar), 2020","October, 2020",North East,78.89
India,"Financial Year (Apr - Mar), 2020","October, 2020",Odisha,76.23
India,"Financial Year (Apr - Mar), 2020","October, 2020",Punjab,126.05
India,"Financial Year (Apr - Mar), 2020","October, 2020",Rajasthan,83.07
India,"Financial Year (Apr - Mar), 2020","October, 2020",Tamil Nadu,105.27
India,"Financial Year (Apr - Mar), 2020","October, 2020",Uttar Pradesh,66.53
India,"Financial Year (Apr - Mar), 2020","October, 2020",West Bengal,66.8
India,"Financial Year (Apr - Mar), 2020","October, 2020",Kolkata,161.61
India,"Financial Year (Apr - Mar), 2020","October, 2020",Delhi,274.48
India,"Financial Year (Apr - Mar), 2020","October, 2020",Mumbai,153.63
India,"Financial Year (Apr - Mar), 2020","September, 2020",Andhra Pradesh,97.81
India,"Financial Year (Apr - Mar), 2020","September, 2020",Assam,68.1
India,"Financial Year (Apr - Mar), 2020","September, 2020",Bihar,52.6
India,"Financial Year (Apr - Mar), 2020","September, 2020",Gujarat,96.16
India,"Financial Year (Apr - Mar), 2020","September, 2020",Haryana,94.14
India,"Financial Year (Apr - Mar), 2020","September, 2020",Himachal Pradesh,149.19
India,"Financial Year (Apr - Mar), 2020","September, 2020",Jammu & Kashmir,86.99
India,"Financial Year (Apr - Mar), 2020","September, 2020",Karnataka,103.85
India,"Financial Year (Apr - Mar), 2020","September, 2020",Kerala,128.13
India,"Financial Year (Apr - Mar), 2020","September, 2020",Madhya Pradesh,67.45
India,"Financial Year (Apr - Mar), 2020","September, 2020",Maharashtra,93.0
India,"Financial Year (Apr - Mar), 2020","September, 2020",North East,78.48
India,"Financial Year (Apr - Mar), 2020","September, 2020",Odisha,76.23
India,"Financial Year (Apr - Mar), 2020","September, 2020",Punjab,125.66
India,"Financial Year (Apr - Mar), 2020","September, 2020",Rajasthan,83.23
India,"Financial Year (Apr - Mar), 2020","September, 2020",Tamil Nadu,104.63
India,"Financial Year (Apr - Mar), 2020","September, 2020",Uttar Pradesh,66.54
India,"Financial Year (Apr - Mar), 2020","September, 2020",West Bengal,66.86
India,"Financial Year (Apr - Mar), 2020","September, 2020",Kolkata,161.58
India,"Financial Year (Apr - Mar), 2020","September, 2020",Delhi,273.62
India,"Financial Year (Apr - Mar), 2020","September, 2020",Mumbai,154.37
India,"Financial Year (Apr - Mar), 2020","August, 2020",Andhra Pradesh,97.38
India,"Financial Year (Apr - Mar), 2020","August, 2020",Assam,68.12
India,"Financial Year (Apr - Mar), 2020","August, 2020",Bihar,52.62
India,"Financial Year (Apr - Mar), 2020","August, 2020",Gujarat,96.64
India,"Financial Year (Apr - Mar), 2020","August, 2020",Haryana,94.44
India,"Financial Year (Apr - Mar), 2020","August, 2020",Himachal Pradesh,149.62
India,"Financial Year (Apr - Mar), 2020","August, 2020",Jammu & Kashmir,86.43
India,"Financial Year (Apr - Mar), 2020","August, 2020",Karnataka,103.59
India,"Financial Year (Apr - Mar), 2020","August, 2020",Kerala,128.93
India,"Financial Year (Apr - Mar), 2020","August, 2020",Madhya Pradesh,67.07
India,"Financial Year (Apr - Mar), 2020","August, 2020",Maharashtra,93.47
India,"Financial Year (Apr - Mar), 2020","August, 2020",North East,78.11
India,"Financial Year (Apr - Mar), 2020","August, 2020",Odisha,76.18
India,"Financial Year (Apr - Mar), 2020","August, 2020",Punjab,125.34
India,"Financial Year (Apr - Mar), 2020","August, 2020",Rajasthan,83.0
India,"Financial Year (Apr - Mar), 2020","August, 2020",Tamil Nadu,104.48
India,"Financial Year (Apr - Mar), 2020","August, 2020",Uttar Pradesh,66.9
India,"Financial Year (Apr - Mar), 2020","August, 2020",West Bengal,66.41
India,"Financial Year (Apr - Mar), 2020","August, 2020",Kolkata,161.93
India,"Financial Year (Apr - Mar), 2020","August, 2020",Delhi,272.71
India,"Financial Year (Apr - Mar), 2020","August, 2020",Mumbai,155.05
India,"Financial Year (Apr - Mar), 2020","July, 2020",Andhra Pradesh,97.28
India,"Financial Year (Apr - Mar), 2020","July, 2020",Assam,67.78
India,"Financial Year (Apr - Mar), 2020","July, 2020",Bihar,52.23
India,"Financial Year (Apr - Mar), 2020","July, 2020",Gujarat,96.02
India,"Financial Year (Apr - Mar), 2020","July, 2020",Haryana,93.97
India,"Financial Year (Apr - Mar), 2020","July, 2020",Himachal Pradesh,148.06
India,"Financial Year (Apr - Mar), 2020","July, 2020",Jammu & Kashmir,87.9
India,"Financial Year (Apr - Mar), 2020","July, 2020",Karnataka,103.2
India,"Financial Year (Apr - Mar), 2020","July, 2020",Kerala,127.79
India,"Financial Year (Apr - Mar), 2020","July, 2020",Madhya Pradesh,67.15
India,"Financial Year (Apr - Mar), 2020","July, 2020",Maharashtra,92.72
India,"Financial Year (Apr - Mar), 2020","July, 2020",North East,77.87
India,"Financial Year (Apr - Mar), 2020","July, 2020",Odisha,75.8
India,"Financial Year (Apr - Mar), 2020","July, 2020",Punjab,125.17
India,"Financial Year (Apr - Mar), 2020","July, 2020",Rajasthan,82.71
India,"Financial Year (Apr - Mar), 2020","July, 2020",Tamil Nadu,106.02
India,"Financial Year (Apr - Mar), 2020","July, 2020",Uttar Pradesh,67.31
India,"Financial Year (Apr - Mar), 2020","July, 2020",West Bengal,66.62
India,"Financial Year (Apr - Mar), 2020","July, 2020",Kolkata,160.28
India,"Financial Year (Apr - Mar), 2020","July, 2020",Delhi,272.62
India,"Financial Year (Apr - Mar), 2020","July, 2020",Mumbai,154.68
India,"Financial Year (Apr - Mar), 2020","June, 2020",Andhra Pradesh,97.24
India,"Financial Year (Apr - Mar), 2020","June, 2020",Assam,67.83
India,"Financial Year (Apr - Mar), 2020","June, 2020",Bihar,52.4
India,"Financial Year (Apr - Mar), 2020","June, 2020",Gujarat,95.71
India,"Financial Year (Apr - Mar), 2020","June, 2020",Haryana,94.16
India,"Financial Year (Apr - Mar), 2020","June, 2020",Himachal Pradesh,147.1
India,"Financial Year (Apr - Mar), 2020","June, 2020",Jammu & Kashmir,87.5
India,"Financial Year (Apr - Mar), 2020","June, 2020",Karnataka,103.47
India,"Financial Year (Apr - Mar), 2020","June, 2020",Kerala,127.23
India,"Financial Year (Apr - Mar), 2020","June, 2020",Madhya Pradesh,66.54
India,"Financial Year (Apr - Mar), 2020","June, 2020",Maharashtra,92.68
India,"Financial Year (Apr - Mar), 2020","June, 2020",North East,77.92
India,"Financial Year (Apr - Mar), 2020","June, 2020",Odisha,75.55
India,"Financial Year (Apr - Mar), 2020","June, 2020",Punjab,124.94
India,"Financial Year (Apr - Mar), 2020","June, 2020",Rajasthan,82.49
India,"Financial Year (Apr - Mar), 2020","June, 2020",Tamil Nadu,106.09
India,"Financial Year (Apr - Mar), 2020","June, 2020",Uttar Pradesh,66.85
India,"Financial Year (Apr - Mar), 2020","June, 2020",West Bengal,66.85
India,"Financial Year (Apr - Mar), 2020","June, 2020",Kolkata,157.26
India,"Financial Year (Apr - Mar), 2020","June, 2020",Delhi,272.29
India,"Financial Year (Apr - Mar), 2020","June, 2020",Mumbai,156.14
India,"Financial Year (Apr - Mar), 2020","May, 2020",Andhra Pradesh,97.56
India,"Financial Year (Apr - Mar), 2020","May, 2020",Assam,67.59
India,"Financial Year (Apr - Mar), 2020","May, 2020",Bihar,52.54
India,"Financial Year (Apr - Mar), 2020","May, 2020",Gujarat,95.72
India,"Financial Year (Apr - Mar), 2020","May, 2020",Haryana,94.35
India,"Financial Year (Apr - Mar), 2020","May, 2020",Himachal Pradesh,146.55
India,"Financial Year (Apr - Mar), 2020","May, 2020",Jammu & Kashmir,87.39
India,"Financial Year (Apr - Mar), 2020","May, 2020",Karnataka,103.66
India,"Financial Year (Apr - Mar), 2020","May, 2020",Kerala,126.35
India,"Financial Year (Apr - Mar), 2020","May, 2020",Madhya Pradesh,66.63
India,"Financial Year (Apr - Mar), 2020","May, 2020",Maharashtra,92.7
India,"Financial Year (Apr - Mar), 2020","May, 2020",North East,77.97
India,"Financial Year (Apr - Mar), 2020","May, 2020",Odisha,75.73
India,"Financial Year (Apr - Mar), 2020","May, 2020",Punjab,125.57
India,"Financial Year (Apr - Mar), 2020","May, 2020",Rajasthan,82.91
India,"Financial Year (Apr - Mar), 2020","May, 2020",Tamil Nadu,106.45
India,"Financial Year (Apr - Mar), 2020","May, 2020",Uttar Pradesh,67.02
India,"Financial Year (Apr - Mar), 2020","May, 2020",West Bengal,66.7
India,"Financial Year (Apr - Mar), 2020","May, 2020",Kolkata,157.4
India,"Financial Year (Apr - Mar), 2020","May, 2020",Delhi,273.89
India,"Financial Year (Apr - Mar), 2020","May, 2020",Mumbai,157.5
India,"Financial Year (Apr - Mar), 2020","April, 2020",Andhra Pradesh,98.07
India,"Financial Year (Apr - Mar), 2020","April, 2020",Assam,68.02
India,"Financial Year (Apr - Mar), 2020","April, 2020",Bihar,52.39
India,"Financial Year (Apr - Mar), 2020","April, 2020",Gujarat,96.56
India,"Financial Year (Apr - Mar), 2020","April, 2020",Haryana,95.11
India,"Financial Year (Apr - Mar), 2020","April, 2020",Himachal Pradesh,147.42
India,"Financial Year (Apr - Mar), 2020","April, 2020",Jammu & Kashmir,87.69
India,"Financial Year (Apr - Mar), 2020","April, 2020",Karnataka,104.02
India,"Financial Year (Apr - Mar), 2020","April, 2020",Kerala,125.98
India,"Financial Year (Apr - Mar), 2020","April, 2020",Madhya Pradesh,66.95
India,"Financial Year (Apr - Mar), 2020","April, 2020",Maharashtra,92.97
India,"Financial Year (Apr - Mar), 2020","April, 2020",North East,78.27
India,"Financial Year (Apr - Mar), 2020","April, 2020",Odisha,75.94
India,"Financial Year (Apr - Mar), 2020","April, 2020",Punjab,126.27
India,"Financial Year (Apr - Mar), 2020","April, 2020",Rajasthan,83.47
India,"Financial Year (Apr - Mar), 2020","April, 2020",Tamil Nadu,107.03
India,"Financial Year (Apr - Mar), 2020","April, 2020",Uttar Pradesh,67.32
India,"Financial Year (Apr - Mar), 2020","April, 2020",West Bengal,67.23
India,"Financial Year (Apr - Mar), 2020","April, 2020",Kolkata,158.44
India,"Financial Year (Apr - Mar), 2020","April, 2020",Delhi,276.49
India,"Financial Year (Apr - Mar), 2020","April, 2020",Mumbai,159.59
India,"Financial Year (Apr - Mar), 2019","March, 2020",Andhra Pradesh,97.88
India,"Financial Year (Apr - Mar), 2019","March, 2020",Assam,70.01
India,"Financial Year (Apr - Mar), 2019","March, 2020",Bihar,59.04
India,"Financial Year (Apr - Mar), 2019","March, 2020",Gujarat,103.51
India,"Financial Year (Apr - Mar), 2019","March, 2020",Haryana,96.14
India,"Financial Year (Apr - Mar), 2019","March, 2020",Himachal Pradesh,148.85
India,"Financial Year (Apr - Mar), 2019","March, 2020",Jammu & Kashmir,92.91
India,"Financial Year (Apr - Mar), 2019","March, 2020",Karnataka,108.19
India,"Financial Year (Apr - Mar), 2019","March, 2020",Kerala,123.19
India,"Financial Year (Apr - Mar), 2019","March, 2020",Madhya Pradesh,69.4
India,"Financial Year (Apr - Mar), 2019","March, 2020",Maharashtra,91.55
India,"Financial Year (Apr - Mar), 2019","March, 2020",North East,83.37
India,"Financial Year (Apr - Mar), 2019","March, 2020",Odisha,76.58
India,"Financial Year (Apr - Mar), 2019","March, 2020",Punjab,123.52
India,"Financial Year (Apr - Mar), 2019","March, 2020",Rajasthan,85.88
India,"Financial Year (Apr - Mar), 2019","March, 2020",Tamil Nadu,115.45
India,"Financial Year (Apr - Mar), 2019","March, 2020",Uttar Pradesh,66.2
India,"Financial Year (Apr - Mar), 2019","March, 2020",West Bengal,67.8
India,"Financial Year (Apr - Mar), 2019","March, 2020",Kolkata,159.69
India,"Financial Year (Apr - Mar), 2019","March, 2020",Delhi,236.98
India,"Financial Year (Apr - Mar), 2019","March, 2020",Mumbai,161.48
India,"Financial Year (Apr - Mar), 2019","February, 2020",Andhra Pradesh,98.15
India,"Financial Year (Apr - Mar), 2019","February, 2020",Assam,71.04
India,"Financial Year (Apr - Mar), 2019","February, 2020",Bihar,58.89
India,"Financial Year (Apr - Mar), 2019","February, 2020",Gujarat,102.56
India,"Financial Year (Apr - Mar), 2019","February, 2020",Haryana,97.3
India,"Financial Year (Apr - Mar), 2019","February, 2020",Himachal Pradesh,149.32
India,"Financial Year (Apr - Mar), 2019","February, 2020",Jammu & Kashmir,92.27
India,"Financial Year (Apr - Mar), 2019","February, 2020",Karnataka,108.32
India,"Financial Year (Apr - Mar), 2019","February, 2020",Kerala,124.21
India,"Financial Year (Apr - Mar), 2019","February, 2020",Madhya Pradesh,68.65
India,"Financial Year (Apr - Mar), 2019","February, 2020",Maharashtra,92.3
India,"Financial Year (Apr - Mar), 2019","February, 2020",North East,84.09
India,"Financial Year (Apr - Mar), 2019","February, 2020",Odisha,76.74
India,"Financial Year (Apr - Mar), 2019","February, 2020",Punjab,124.29
India,"Financial Year (Apr - Mar), 2019","February, 2020",Rajasthan,86.46
India,"Financial Year (Apr - Mar), 2019","February, 2020",Tamil Nadu,116.02
India,"Financial Year (Apr - Mar), 2019","February, 2020",Uttar Pradesh,66.51
India,"Financial Year (Apr - Mar), 2019","February, 2020",West Bengal,68.53
India,"Financial Year (Apr - Mar), 2019","February, 2020",Kolkata,160.37
India,"Financial Year (Apr - Mar), 2019","February, 2020",Delhi,238.47
India,"Financial Year (Apr - Mar), 2019","February, 2020",Mumbai,163.01
India,"Financial Year (Apr - Mar), 2019","January, 2020",Andhra Pradesh,97.6
India,"Financial Year (Apr - Mar), 2019","January, 2020",Assam,70.18
India,"Financial Year (Apr - Mar), 2019","January, 2020",Bihar,58.79
India,"Financial Year (Apr - Mar), 2019","January, 2020",Gujarat,103.81
India,"Financial Year (Apr - Mar), 2019","January, 2020",Haryana,97.2
India,"Financial Year (Apr - Mar), 2019","January, 2020",Himachal Pradesh,149.01
India,"Financial Year (Apr - Mar), 2019","January, 2020",Jammu & Kashmir,90.47
India,"Financial Year (Apr - Mar), 2019","January, 2020",Karnataka,107.92
India,"Financial Year (Apr - Mar), 2019","January, 2020",Kerala,124.12
India,"Financial Year (Apr - Mar), 2019","January, 2020",Madhya Pradesh,69.07
India,"Financial Year (Apr - Mar), 2019","January, 2020",Maharashtra,92.3
India,"Financial Year (Apr - Mar), 2019","January, 2020",North East,83.77
India,"Financial Year (Apr - Mar), 2019","January, 2020",Odisha,76.31
India,"Financial Year (Apr - Mar), 2019","January, 2020",Punjab,123.67
India,"Financial Year (Apr - Mar), 2019","January, 2020",Rajasthan,86.09
India,"Financial Year (Apr - Mar), 2019","January, 2020",Tamil Nadu,115.46
India,"Financial Year (Apr - Mar), 2019","January, 2020",Uttar Pradesh,66.2
India,"Financial Year (Apr - Mar), 2019","January, 2020",West Bengal,68.1
India,"Financial Year (Apr - Mar), 2019","January, 2020",Kolkata,159.58
India,"Financial Year (Apr - Mar), 2019","January, 2020",Delhi,237.3
India,"Financial Year (Apr - Mar), 2019","January, 2020",Mumbai,163.26
India,"Financial Year (Apr - Mar), 2019","December, 2019",Andhra Pradesh,97.17
India,"Financial Year (Apr - Mar), 2019","December, 2019",Assam,70.15
India,"Financial Year (Apr - Mar), 2019","December, 2019",Bihar,58.91
India,"Financial Year (Apr - Mar), 2019","December, 2019",Gujarat,103.33
India,"Financial Year (Apr - Mar), 2019","December, 2019",Haryana,96.91
India,"Financial Year (Apr - Mar), 2019","December, 2019",Himachal Pradesh,149.13
India,"Financial Year (Apr - Mar), 2019","December, 2019",Jammu & Kashmir,81.15
India,"Financial Year (Apr - Mar), 2019","December, 2019",Karnataka,107.96
India,"Financial Year (Apr - Mar), 2019","December, 2019",Kerala,123.98
India,"Financial Year (Apr - Mar), 2019","December, 2019",Madhya Pradesh,69.45
India,"Financial Year (Apr - Mar), 2019","December, 2019",Maharashtra,91.63
India,"Financial Year (Apr - Mar), 2019","December, 2019",North East,84.21
India,"Financial Year (Apr - Mar), 2019","December, 2019",Odisha,76.0
India,"Financial Year (Apr - Mar), 2019","December, 2019",Punjab,123.71
India,"Financial Year (Apr - Mar), 2019","December, 2019",Rajasthan,85.91
India,"Financial Year (Apr - Mar), 2019","December, 2019",Tamil Nadu,115.44
India,"Financial Year (Apr - Mar), 2019","December, 2019",Uttar Pradesh,65.8
India,"Financial Year (Apr - Mar), 2019","December, 2019",West Bengal,68.12
India,"Financial Year (Apr - Mar), 2019","December, 2019",Kolkata,159.69
India,"Financial Year (Apr - Mar), 2019","December, 2019",Delhi,236.76
India,"Financial Year (Apr - Mar), 2019","December, 2019",Mumbai,163.35
India,"Financial Year (Apr - Mar), 2019","November, 2019",Andhra Pradesh,97.48
India,"Financial Year (Apr - Mar), 2019","November, 2019",Assam,70.35
India,"Financial Year (Apr - Mar), 2019","November, 2019",Bihar,59.27
India,"Financial Year (Apr - Mar), 2019","November, 2019",Gujarat,103.77
India,"Financial Year (Apr - Mar), 2019","November, 2019",Haryana,97.43
India,"Financial Year (Apr - Mar), 2019","November, 2019",Himachal Pradesh,148.81
India,"Financial Year (Apr - Mar), 2019","November, 2019",Jammu & Kashmir,77.39
India,"Financial Year (Apr - Mar), 2019","November, 2019",Karnataka,108.52
India,"Financial Year (Apr - Mar), 2019","November, 2019",Kerala,124.65
India,"Financial Year (Apr - Mar), 2019","November, 2019",Madhya Pradesh,69.29
India,"Financial Year (Apr - Mar), 2019","November, 2019",Maharashtra,91.99
India,"Financial Year (Apr - Mar), 2019","November, 2019",North East,84.36
India,"Financial Year (Apr - Mar), 2019","November, 2019",Odisha,76.53
India,"Financial Year (Apr - Mar), 2019","November, 2019",Punjab,124.24
India,"Financial Year (Apr - Mar), 2019","November, 2019",Rajasthan,86.15
India,"Financial Year (Apr - Mar), 2019","November, 2019",Tamil Nadu,115.93
India,"Financial Year (Apr - Mar), 2019","November, 2019",Uttar Pradesh,66.1
India,"Financial Year (Apr - Mar), 2019","November, 2019",West Bengal,68.53
India,"Financial Year (Apr - Mar), 2019","November, 2019",Kolkata,161.33
India,"Financial Year (Apr - Mar), 2019","November, 2019",Delhi,237.72
India,"Financial Year (Apr - Mar), 2019","November, 2019",Mumbai,164.1
India,"Financial Year (Apr - Mar), 2019","October, 2019",Andhra Pradesh,98.56
India,"Financial Year (Apr - Mar), 2019","October, 2019",Assam,72.72
India,"Financial Year (Apr - Mar), 2019","October, 2019",Bihar,60.09
India,"Financial Year (Apr - Mar), 2019","October, 2019",Gujarat,106.13
India,"Financial Year (Apr - Mar), 2019","October, 2019",Haryana,100.22
India,"Financial Year (Apr - Mar), 2019","October, 2019",Himachal Pradesh,150.79
India,"Financial Year (Apr - Mar), 2019","October, 2019",Jammu & Kashmir,88.81
India,"Financial Year (Apr - Mar), 2019","October, 2019",Karnataka,110.99
India,"Financial Year (Apr - Mar), 2019","October, 2019",Kerala,128.72
India,"Financial Year (Apr - Mar), 2019","October, 2019",Madhya Pradesh,71.34
India,"Financial Year (Apr - Mar), 2019","October, 2019",Maharashtra,93.86
India,"Financial Year (Apr - Mar), 2019","October, 2019",North East,86.58
India,"Financial Year (Apr - Mar), 2019","October, 2019",Odisha,77.09
India,"Financial Year (Apr - Mar), 2019","October, 2019",Punjab,128.65
India,"Financial Year (Apr - Mar), 2019","October, 2019",Rajasthan,87.42
India,"Financial Year (Apr - Mar), 2019","October, 2019",Tamil Nadu,117.55
India,"Financial Year (Apr - Mar), 2019","October, 2019",Uttar Pradesh,69.24
India,"Financial Year (Apr - Mar), 2019","October, 2019",West Bengal,70.47
India,"Financial Year (Apr - Mar), 2019","October, 2019",Kolkata,165.07
India,"Financial Year (Apr - Mar), 2019","October, 2019",Delhi,242.5
India,"Financial Year (Apr - Mar), 2019","October, 2019",Mumbai,167.9
India,"Financial Year (Apr - Mar), 2019","September, 2019",Andhra Pradesh,98.01
India,"Financial Year (Apr - Mar), 2019","September, 2019",Assam,71.62
India,"Financial Year (Apr - Mar), 2019","September, 2019",Bihar,59.71
India,"Financial Year (Apr - Mar), 2019","September, 2019",Gujarat,105.6
India,"Financial Year (Apr - Mar), 2019","September, 2019",Haryana,98.84
India,"Financial Year (Apr - Mar), 2019","September, 2019",Himachal Pradesh,149.16
India,"Financial Year (Apr - Mar), 2019","September, 2019",Jammu & Kashmir,89.16
India,"Financial Year (Apr - Mar), 2019","September, 2019",Karnataka,110.89
India,"Financial Year (Apr - Mar), 2019","September, 2019",Kerala,128.22
India,"Financial Year (Apr - Mar), 2019","September, 2019",Madhya Pradesh,70.24
India,"Financial Year (Apr - Mar), 2019","September, 2019",Maharashtra,92.93
India,"Financial Year (Apr - Mar), 2019","September, 2019",North East,85.7
India,"Financial Year (Apr - Mar), 2019","September, 2019",Odisha,75.85
India,"Financial Year (Apr - Mar), 2019","September, 2019",Punjab,127.11
India,"Financial Year (Apr - Mar), 2019","September, 2019",Rajasthan,86.64
India,"Financial Year (Apr - Mar), 2019","September, 2019",Tamil Nadu,116.99
India,"Financial Year (Apr - Mar), 2019","September, 2019",Uttar Pradesh,68.89
India,"Financial Year (Apr - Mar), 2019","September, 2019",West Bengal,70.05
India,"Financial Year (Apr - Mar), 2019","September, 2019",Kolkata,164.79
India,"Financial Year (Apr - Mar), 2019","September, 2019",Delhi,241.74
India,"Financial Year (Apr - Mar), 2019","September, 2019",Mumbai,167.05
India,"Financial Year (Apr - Mar), 2019","August, 2019",Andhra Pradesh,98.04
India,"Financial Year (Apr - Mar), 2019","August, 2019",Assam,71.12
India,"Financial Year (Apr - Mar), 2019","August, 2019",Bihar,59.93
India,"Financial Year (Apr - Mar), 2019","August, 2019",Gujarat,105.65
India,"Financial Year (Apr - Mar), 2019","August, 2019",Haryana,98.53
India,"Financial Year (Apr - Mar), 2019","August, 2019",Himachal Pradesh,148.61
India,"Financial Year (Apr - Mar), 2019","August, 2019",Jammu & Kashmir,90.11
India,"Financial Year (Apr - Mar), 2019","August, 2019",Karnataka,110.61
India,"Financial Year (Apr - Mar), 2019","August, 2019",Kerala,127.53
India,"Financial Year (Apr - Mar), 2019","August, 2019",Madhya Pradesh,70.16
India,"Financial Year (Apr - Mar), 2019","August, 2019",Maharashtra,92.72
India,"Financial Year (Apr - Mar), 2019","August, 2019",North East,85.37
India,"Financial Year (Apr - Mar), 2019","August, 2019",Odisha,75.05
India,"Financial Year (Apr - Mar), 2019","August, 2019",Punjab,126.48
India,"Financial Year (Apr - Mar), 2019","August, 2019",Rajasthan,86.69
India,"Financial Year (Apr - Mar), 2019","August, 2019",Tamil Nadu,116.77
India,"Financial Year (Apr - Mar), 2019","August, 2019",Uttar Pradesh,68.83
India,"Financial Year (Apr - Mar), 2019","August, 2019",West Bengal,69.97
India,"Financial Year (Apr - Mar), 2019","August, 2019",Kolkata,164.54
India,"Financial Year (Apr - Mar), 2019","August, 2019",Delhi,241.87
India,"Financial Year (Apr - Mar), 2019","August, 2019",Mumbai,167.43
India,"Financial Year (Apr - Mar), 2019","July, 2019",Andhra Pradesh,97.89
India,"Financial Year (Apr - Mar), 2019","July, 2019",Assam,70.98
India,"Financial Year (Apr - Mar), 2019","July, 2019",Bihar,60.04
India,"Financial Year (Apr - Mar), 2019","July, 2019",Gujarat,105.9
India,"Financial Year (Apr - Mar), 2019","July, 2019",Haryana,98.02
India,"Financial Year (Apr - Mar), 2019","July, 2019",Himachal Pradesh,147.55
India,"Financial Year (Apr - Mar), 2019","July, 2019",Jammu & Kashmir,91.2
India,"Financial Year (Apr - Mar), 2019","July, 2019",Karnataka,109.81
India,"Financial Year (Apr - Mar), 2019","July, 2019",Kerala,127.15
India,"Financial Year (Apr - Mar), 2019","July, 2019",Madhya Pradesh,70.13
India,"Financial Year (Apr - Mar), 2019","July, 2019",Maharashtra,92.77
