Country,Year,Month,Service Area,"Tele-Density Service Area-Wise (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2016","August, 2016",Tamil Nadu,116.9
India,"Financial Year (Apr - Mar), 2016","August, 2016",Uttar Pradesh,65.9
India,"Financial Year (Apr - Mar), 2016","August, 2016",West Bengal,64.54
India,"Financial Year (Apr - Mar), 2016","August, 2016",Kolkata,161.94
India,"Financial Year (Apr - Mar), 2016","August, 2016",Delhi,225.49
India,"Financial Year (Apr - Mar), 2016","August, 2016",Mumbai,146.4
India,"Financial Year (Apr - Mar), 2016","July, 2016",Andhra Pradesh,84.92
India,"Financial Year (Apr - Mar), 2016","July, 2016",Assam,59.8
India,"Financial Year (Apr - Mar), 2016","July, 2016",Bihar,55.04
India,"Financial Year (Apr - Mar), 2016","July, 2016",Gujarat,98.79
India,"Financial Year (Apr - Mar), 2016","July, 2016",Haryana,78.06
India,"Financial Year (Apr - Mar), 2016","July, 2016",Himachal Pradesh,129.39
India,"Financial Year (Apr - Mar), 2016","July, 2016",Jammu & Kashmir,80.04
India,"Financial Year (Apr - Mar), 2016","July, 2016",Karnataka,101.44
India,"Financial Year (Apr - Mar), 2016","July, 2016",Kerala,103.49
India,"Financial Year (Apr - Mar), 2016","July, 2016",Madhya Pradesh,60.88
India,"Financial Year (Apr - Mar), 2016","July, 2016",Maharashtra,86.83
India,"Financial Year (Apr - Mar), 2016","July, 2016",North East,82.84
India,"Financial Year (Apr - Mar), 2016","July, 2016",Odisha,70.91
India,"Financial Year (Apr - Mar), 2016","July, 2016",Punjab,106.66
India,"Financial Year (Apr - Mar), 2016","July, 2016",Rajasthan,82.91
India,"Financial Year (Apr - Mar), 2016","July, 2016",Tamil Nadu,117.12
India,"Financial Year (Apr - Mar), 2016","July, 2016",Uttar Pradesh,66.49
India,"Financial Year (Apr - Mar), 2016","July, 2016",West Bengal,64.11
India,"Financial Year (Apr - Mar), 2016","July, 2016",Kolkata,164.91
India,"Financial Year (Apr - Mar), 2016","July, 2016",Delhi,234.77
India,"Financial Year (Apr - Mar), 2016","July, 2016",Mumbai,147.88
India,"Financial Year (Apr - Mar), 2016","June, 2016",Andhra Pradesh,84.67
India,"Financial Year (Apr - Mar), 2016","June, 2016",Assam,59.54
India,"Financial Year (Apr - Mar), 2016","June, 2016",Bihar,55.27
India,"Financial Year (Apr - Mar), 2016","June, 2016",Gujarat,98.77
India,"Financial Year (Apr - Mar), 2016","June, 2016",Haryana,78.45
India,"Financial Year (Apr - Mar), 2016","June, 2016",Himachal Pradesh,129.47
India,"Financial Year (Apr - Mar), 2016","June, 2016",Jammu & Kashmir,81.56
India,"Financial Year (Apr - Mar), 2016","June, 2016",Karnataka,102.26
India,"Financial Year (Apr - Mar), 2016","June, 2016",Kerala,103.36
India,"Financial Year (Apr - Mar), 2016","June, 2016",Madhya Pradesh,61.43
India,"Financial Year (Apr - Mar), 2016","June, 2016",Maharashtra,86.96
India,"Financial Year (Apr - Mar), 2016","June, 2016",North East,82.51
India,"Financial Year (Apr - Mar), 2016","June, 2016",Odisha,70.8
India,"Financial Year (Apr - Mar), 2016","June, 2016",Punjab,106.14
India,"Financial Year (Apr - Mar), 2016","June, 2016",Rajasthan,83.81
India,"Financial Year (Apr - Mar), 2016","June, 2016",Tamil Nadu,117.92
India,"Financial Year (Apr - Mar), 2016","June, 2016",Uttar Pradesh,66.37
India,"Financial Year (Apr - Mar), 2016","June, 2016",West Bengal,63.78
India,"Financial Year (Apr - Mar), 2016","June, 2016",Kolkata,164.64
India,"Financial Year (Apr - Mar), 2016","June, 2016",Delhi,234.6
India,"Financial Year (Apr - Mar), 2016","June, 2016",Mumbai,148.05
India,"Financial Year (Apr - Mar), 2016","May, 2016",Andhra Pradesh,85.39
India,"Financial Year (Apr - Mar), 2016","May, 2016",Assam,59.18
India,"Financial Year (Apr - Mar), 2016","May, 2016",Bihar,55.12
India,"Financial Year (Apr - Mar), 2016","May, 2016",Gujarat,98.62
India,"Financial Year (Apr - Mar), 2016","May, 2016",Haryana,78.03
India,"Financial Year (Apr - Mar), 2016","May, 2016",Himachal Pradesh,128.23
India,"Financial Year (Apr - Mar), 2016","May, 2016",Jammu & Kashmir,79.79
India,"Financial Year (Apr - Mar), 2016","May, 2016",Karnataka,101.87
India,"Financial Year (Apr - Mar), 2016","May, 2016",Kerala,102.85
India,"Financial Year (Apr - Mar), 2016","May, 2016",Madhya Pradesh,61.64
India,"Financial Year (Apr - Mar), 2016","May, 2016",Maharashtra,87.02
India,"Financial Year (Apr - Mar), 2016","May, 2016",North East,80.97
India,"Financial Year (Apr - Mar), 2016","May, 2016",Odisha,70.14
India,"Financial Year (Apr - Mar), 2016","May, 2016",Punjab,105.52
India,"Financial Year (Apr - Mar), 2016","May, 2016",Rajasthan,83.57
India,"Financial Year (Apr - Mar), 2016","May, 2016",Tamil Nadu,117.37
India,"Financial Year (Apr - Mar), 2016","May, 2016",Uttar Pradesh,66.75
India,"Financial Year (Apr - Mar), 2016","May, 2016",West Bengal,63.45
India,"Financial Year (Apr - Mar), 2016","May, 2016",Kolkata,164.68
India,"Financial Year (Apr - Mar), 2016","May, 2016",Delhi,235.39
India,"Financial Year (Apr - Mar), 2016","May, 2016",Mumbai,148.31
India,"Financial Year (Apr - Mar), 2016","April, 2016",Andhra Pradesh,85.57
India,"Financial Year (Apr - Mar), 2016","April, 2016",Assam,58.72
India,"Financial Year (Apr - Mar), 2016","April, 2016",Bihar,54.59
India,"Financial Year (Apr - Mar), 2016","April, 2016",Gujarat,99.25
India,"Financial Year (Apr - Mar), 2016","April, 2016",Haryana,84.76
India,"Financial Year (Apr - Mar), 2016","April, 2016",Himachal Pradesh,129.83
India,"Financial Year (Apr - Mar), 2016","April, 2016",Jammu & Kashmir,79.16
India,"Financial Year (Apr - Mar), 2016","April, 2016",Karnataka,101.96
India,"Financial Year (Apr - Mar), 2016","April, 2016",Kerala,102.61
India,"Financial Year (Apr - Mar), 2016","April, 2016",Madhya Pradesh,63.67
India,"Financial Year (Apr - Mar), 2016","April, 2016",Maharashtra,86.82
India,"Financial Year (Apr - Mar), 2016","April, 2016",North East,80.82
India,"Financial Year (Apr - Mar), 2016","April, 2016",Odisha,69.73
India,"Financial Year (Apr - Mar), 2016","April, 2016",Punjab,106.12
India,"Financial Year (Apr - Mar), 2016","April, 2016",Rajasthan,83.58
India,"Financial Year (Apr - Mar), 2016","April, 2016",Tamil Nadu,118.12
India,"Financial Year (Apr - Mar), 2016","April, 2016",Uttar Pradesh,66.21
India,"Financial Year (Apr - Mar), 2016","April, 2016",West Bengal,63.32
India,"Financial Year (Apr - Mar), 2016","April, 2016",Kolkata,163.45
India,"Financial Year (Apr - Mar), 2016","April, 2016",Delhi,234.71
India,"Financial Year (Apr - Mar), 2016","April, 2016",Mumbai,148.45
India,"Financial Year (Apr - Mar), 2015","March, 2016",Andhra Pradesh,86.4
India,"Financial Year (Apr - Mar), 2015","March, 2016",Assam,57.64
India,"Financial Year (Apr - Mar), 2015","March, 2016",Bihar,54.36
India,"Financial Year (Apr - Mar), 2015","March, 2016",Gujarat,100.06
India,"Financial Year (Apr - Mar), 2015","March, 2016",Haryana,85.88
India,"Financial Year (Apr - Mar), 2015","March, 2016",Himachal Pradesh,127.61
India,"Financial Year (Apr - Mar), 2015","March, 2016",Jammu & Kashmir,80.02
India,"Financial Year (Apr - Mar), 2015","March, 2016",Karnataka,101.89
India,"Financial Year (Apr - Mar), 2015","March, 2016",Kerala,102.33
India,"Financial Year (Apr - Mar), 2015","March, 2016",Madhya Pradesh,64.23
India,"Financial Year (Apr - Mar), 2015","March, 2016",Maharashtra,87.06
India,"Financial Year (Apr - Mar), 2015","March, 2016",North East,80.22
India,"Financial Year (Apr - Mar), 2015","March, 2016",Odisha,69.09
India,"Financial Year (Apr - Mar), 2015","March, 2016",Punjab,106.1
India,"Financial Year (Apr - Mar), 2015","March, 2016",Rajasthan,83.36
India,"Financial Year (Apr - Mar), 2015","March, 2016",Tamil Nadu,118.13
India,"Financial Year (Apr - Mar), 2015","March, 2016",Uttar Pradesh,65.83
India,"Financial Year (Apr - Mar), 2015","March, 2016",West Bengal,63.16
India,"Financial Year (Apr - Mar), 2015","March, 2016",Kolkata,163.56
India,"Financial Year (Apr - Mar), 2015","March, 2016",Delhi,236.29
India,"Financial Year (Apr - Mar), 2015","March, 2016",Mumbai,149.6
India,"Financial Year (Apr - Mar), 2015","August, 2015",Andhra Pradesh,84.84
India,"Financial Year (Apr - Mar), 2015","August, 2015",Assam,56.08
India,"Financial Year (Apr - Mar), 2015","August, 2015",Bihar,53.74
India,"Financial Year (Apr - Mar), 2015","August, 2015",Gujarat,94.32
India,"Financial Year (Apr - Mar), 2015","August, 2015",Haryana,82.36
India,"Financial Year (Apr - Mar), 2015","August, 2015",Himachal Pradesh,120.27
India,"Financial Year (Apr - Mar), 2015","August, 2015",Jammu & Kashmir,78.85
India,"Financial Year (Apr - Mar), 2015","August, 2015",Karnataka,99.1
India,"Financial Year (Apr - Mar), 2015","August, 2015",Kerala,98.41
India,"Financial Year (Apr - Mar), 2015","August, 2015",Madhya Pradesh,61.35
India,"Financial Year (Apr - Mar), 2015","August, 2015",Maharashtra,81.9
India,"Financial Year (Apr - Mar), 2015","August, 2015",North East,78.61
India,"Financial Year (Apr - Mar), 2015","August, 2015",Odisha,68.81
India,"Financial Year (Apr - Mar), 2015","August, 2015",Punjab,104.23
India,"Financial Year (Apr - Mar), 2015","August, 2015",Rajasthan,78.97
India,"Financial Year (Apr - Mar), 2015","August, 2015",Tamil Nadu,116.62
India,"Financial Year (Apr - Mar), 2015","August, 2015",Uttar Pradesh,60.99
India,"Financial Year (Apr - Mar), 2015","August, 2015",West Bengal,63.51
India,"Financial Year (Apr - Mar), 2015","August, 2015",Kolkata,154.26
India,"Financial Year (Apr - Mar), 2015","August, 2015",Delhi,237.77
India,"Financial Year (Apr - Mar), 2015","August, 2015",Mumbai,146.1
India,"Financial Year (Apr - Mar), 2015","July, 2015",Andhra Pradesh,84.33
India,"Financial Year (Apr - Mar), 2015","July, 2015",Assam,55.65
India,"Financial Year (Apr - Mar), 2015","July, 2015",Bihar,53.54
India,"Financial Year (Apr - Mar), 2015","July, 2015",Gujarat,94.12
India,"Financial Year (Apr - Mar), 2015","July, 2015",Haryana,82.26
India,"Financial Year (Apr - Mar), 2015","July, 2015",Himachal Pradesh,118.42
India,"Financial Year (Apr - Mar), 2015","July, 2015",Jammu & Kashmir,78.45
India,"Financial Year (Apr - Mar), 2015","July, 2015",Karnataka,98.36
India,"Financial Year (Apr - Mar), 2015","July, 2015",Kerala,97.42
India,"Financial Year (Apr - Mar), 2015","July, 2015",Madhya Pradesh,61.12
India,"Financial Year (Apr - Mar), 2015","July, 2015",Maharashtra,81.02
India,"Financial Year (Apr - Mar), 2015","July, 2015",North East,78.1
India,"Financial Year (Apr - Mar), 2015","July, 2015",Odisha,68.53
India,"Financial Year (Apr - Mar), 2015","July, 2015",Punjab,104.17
India,"Financial Year (Apr - Mar), 2015","July, 2015",Rajasthan,78.71
India,"Financial Year (Apr - Mar), 2015","July, 2015",Tamil Nadu,116.74
India,"Financial Year (Apr - Mar), 2015","July, 2015",Uttar Pradesh,60.93
India,"Financial Year (Apr - Mar), 2015","July, 2015",West Bengal,63.13
India,"Financial Year (Apr - Mar), 2015","July, 2015",Kolkata,153.72
India,"Financial Year (Apr - Mar), 2015","July, 2015",Delhi,238.65
India,"Financial Year (Apr - Mar), 2015","July, 2015",Mumbai,145.21
India,"Financial Year (Apr - Mar), 2015","June, 2015",Andhra Pradesh,83.93
India,"Financial Year (Apr - Mar), 2015","June, 2015",Assam,55.14
India,"Financial Year (Apr - Mar), 2015","June, 2015",Bihar,53.26
India,"Financial Year (Apr - Mar), 2015","June, 2015",Gujarat,95.14
India,"Financial Year (Apr - Mar), 2015","June, 2015",Haryana,82.45
India,"Financial Year (Apr - Mar), 2015","June, 2015",Himachal Pradesh,117.91
India,"Financial Year (Apr - Mar), 2015","June, 2015",Jammu & Kashmir,79.05
India,"Financial Year (Apr - Mar), 2015","June, 2015",Karnataka,97.54
India,"Financial Year (Apr - Mar), 2015","June, 2015",Kerala,96.78
India,"Financial Year (Apr - Mar), 2015","June, 2015",Madhya Pradesh,60.98
India,"Financial Year (Apr - Mar), 2015","June, 2015",Maharashtra,80.45
India,"Financial Year (Apr - Mar), 2015","June, 2015",North East,77.75
India,"Financial Year (Apr - Mar), 2015","June, 2015",Odisha,68.0
India,"Financial Year (Apr - Mar), 2015","June, 2015",Punjab,104.02
India,"Financial Year (Apr - Mar), 2015","June, 2015",Rajasthan,78.3
India,"Financial Year (Apr - Mar), 2015","June, 2015",Tamil Nadu,116.81
India,"Financial Year (Apr - Mar), 2015","June, 2015",Uttar Pradesh,61.34
India,"Financial Year (Apr - Mar), 2015","June, 2015",West Bengal,63.13
India,"Financial Year (Apr - Mar), 2015","June, 2015",Kolkata,153.28
India,"Financial Year (Apr - Mar), 2015","June, 2015",Delhi,236.89
India,"Financial Year (Apr - Mar), 2015","June, 2015",Mumbai,145.99
India,"Financial Year (Apr - Mar), 2015","May, 2015",Andhra Pradesh,83.59
India,"Financial Year (Apr - Mar), 2015","May, 2015",Assam,54.84
India,"Financial Year (Apr - Mar), 2015","May, 2015",Bihar,52.66
India,"Financial Year (Apr - Mar), 2015","May, 2015",Gujarat,94.78
India,"Financial Year (Apr - Mar), 2015","May, 2015",Haryana,82.38
India,"Financial Year (Apr - Mar), 2015","May, 2015",Himachal Pradesh,117.77
India,"Financial Year (Apr - Mar), 2015","May, 2015",Jammu & Kashmir,79.38
India,"Financial Year (Apr - Mar), 2015","May, 2015",Karnataka,96.64
India,"Financial Year (Apr - Mar), 2015","May, 2015",Kerala,96.25
India,"Financial Year (Apr - Mar), 2015","May, 2015",Madhya Pradesh,60.75
India,"Financial Year (Apr - Mar), 2015","May, 2015",Maharashtra,80.49
India,"Financial Year (Apr - Mar), 2015","May, 2015",North East,77.62
India,"Financial Year (Apr - Mar), 2015","May, 2015",Odisha,67.38
India,"Financial Year (Apr - Mar), 2015","May, 2015",Punjab,103.47
India,"Financial Year (Apr - Mar), 2015","May, 2015",Rajasthan,77.87
India,"Financial Year (Apr - Mar), 2015","May, 2015",Tamil Nadu,116.95
India,"Financial Year (Apr - Mar), 2015","May, 2015",Uttar Pradesh,61.33
India,"Financial Year (Apr - Mar), 2015","May, 2015",West Bengal,62.2
India,"Financial Year (Apr - Mar), 2015","May, 2015",Kolkata,151.42
India,"Financial Year (Apr - Mar), 2015","May, 2015",Delhi,236.15
India,"Financial Year (Apr - Mar), 2015","May, 2015",Mumbai,145.16
India,"Financial Year (Apr - Mar), 2015","April, 2015",Andhra Pradesh,83.89
India,"Financial Year (Apr - Mar), 2015","April, 2015",Assam,54.36
India,"Financial Year (Apr - Mar), 2015","April, 2015",Bihar,52.07
India,"Financial Year (Apr - Mar), 2015","April, 2015",Gujarat,95.43
India,"Financial Year (Apr - Mar), 2015","April, 2015",Haryana,82.69
India,"Financial Year (Apr - Mar), 2015","April, 2015",Himachal Pradesh,117.62
India,"Financial Year (Apr - Mar), 2015","April, 2015",Jammu & Kashmir,78.42
India,"Financial Year (Apr - Mar), 2015","April, 2015",Karnataka,96.39
India,"Financial Year (Apr - Mar), 2015","April, 2015",Kerala,95.54
India,"Financial Year (Apr - Mar), 2015","April, 2015",Madhya Pradesh,60.6
India,"Financial Year (Apr - Mar), 2015","April, 2015",Maharashtra,80.79
India,"Financial Year (Apr - Mar), 2015","April, 2015",North East,77.41
India,"Financial Year (Apr - Mar), 2015","April, 2015",Odisha,67.12
India,"Financial Year (Apr - Mar), 2015","April, 2015",Punjab,104.09
India,"Financial Year (Apr - Mar), 2015","April, 2015",Rajasthan,78.32
India,"Financial Year (Apr - Mar), 2015","April, 2015",Tamil Nadu,116.93
India,"Financial Year (Apr - Mar), 2015","April, 2015",Uttar Pradesh,60.76
India,"Financial Year (Apr - Mar), 2015","April, 2015",West Bengal,61.68
India,"Financial Year (Apr - Mar), 2015","April, 2015",Kolkata,150.06
India,"Financial Year (Apr - Mar), 2015","April, 2015",Delhi,237.09
India,"Financial Year (Apr - Mar), 2015","April, 2015",Mumbai,147.06
India,"Financial Year (Apr - Mar), 2014","March, 2015",Andhra Pradesh,84.15
India,"Financial Year (Apr - Mar), 2014","March, 2015",Assam,53.95
India,"Financial Year (Apr - Mar), 2014","March, 2015",Bihar,51.2
India,"Financial Year (Apr - Mar), 2014","March, 2015",Gujarat,95.61
India,"Financial Year (Apr - Mar), 2014","March, 2015",Haryana,82.66
India,"Financial Year (Apr - Mar), 2014","March, 2015",Himachal Pradesh,114.52
India,"Financial Year (Apr - Mar), 2014","March, 2015",Jammu & Kashmir,76.93
India,"Financial Year (Apr - Mar), 2014","March, 2015",Karnataka,97.54
India,"Financial Year (Apr - Mar), 2014","March, 2015",Kerala,95.41
India,"Financial Year (Apr - Mar), 2014","March, 2015",Madhya Pradesh,60.25
India,"Financial Year (Apr - Mar), 2014","March, 2015",Maharashtra,80.75
India,"Financial Year (Apr - Mar), 2014","March, 2015",North East,77.0
India,"Financial Year (Apr - Mar), 2014","March, 2015",Odisha,66.85
India,"Financial Year (Apr - Mar), 2014","March, 2015",Punjab,103.78
India,"Financial Year (Apr - Mar), 2014","March, 2015",Rajasthan,77.76
India,"Financial Year (Apr - Mar), 2014","March, 2015",Tamil Nadu,117.52
India,"Financial Year (Apr - Mar), 2014","March, 2015",Uttar Pradesh,60.51
India,"Financial Year (Apr - Mar), 2014","March, 2015",West Bengal,60.69
India,"Financial Year (Apr - Mar), 2014","March, 2015",Kolkata,150.2
India,"Financial Year (Apr - Mar), 2014","March, 2015",Delhi,238.0
India,"Financial Year (Apr - Mar), 2014","March, 2015",Mumbai,147.81
India,"Financial Year (Apr - Mar), 2013","March, 2014",Andhra Pradesh,79.52
India,"Financial Year (Apr - Mar), 2013","March, 2014",Assam,48.74
India,"Financial Year (Apr - Mar), 2013","March, 2014",Bihar,46.1
India,"Financial Year (Apr - Mar), 2013","March, 2014",Gujarat,90.54
India,"Financial Year (Apr - Mar), 2013","March, 2014",Haryana,81.44
India,"Financial Year (Apr - Mar), 2013","March, 2014",Himachal Pradesh,105.59
India,"Financial Year (Apr - Mar), 2013","March, 2014",Jammu & Kashmir,66.8
India,"Financial Year (Apr - Mar), 2013","March, 2014",Karnataka,92.45
India,"Financial Year (Apr - Mar), 2013","March, 2014",Kerala,96.19
India,"Financial Year (Apr - Mar), 2013","March, 2014",Madhya Pradesh,56.04
India,"Financial Year (Apr - Mar), 2013","March, 2014",Maharashtra,77.32
India,"Financial Year (Apr - Mar), 2013","March, 2014",North East,69.97
India,"Financial Year (Apr - Mar), 2013","March, 2014",Odisha,60.9
India,"Financial Year (Apr - Mar), 2013","March, 2014",Punjab,107.23
India,"Financial Year (Apr - Mar), 2013","March, 2014",Rajasthan,75.39
India,"Financial Year (Apr - Mar), 2013","March, 2014",Tamil Nadu,111.14
India,"Financial Year (Apr - Mar), 2013","March, 2014",Uttar Pradesh,57.27
India,"Financial Year (Apr - Mar), 2013","March, 2014",West Bengal,55.13
India,"Financial Year (Apr - Mar), 2013","March, 2014",Kolkata,142.67
India,"Financial Year (Apr - Mar), 2013","March, 2014",Delhi,226.85
India,"Financial Year (Apr - Mar), 2013","March, 2014",Mumbai,151.9
